name,located,registered_on
Boluwatito Olabamiji,,"Registered on May 19, 2017agent"
Bollykamio Ventures Limited,"2nd floor gani fawehinmi plaza,(Nigeria law publication house) central business district otunba Joni way alausa ikeja Lagos., Lagos","Registered on May 19, 2017agent"
RANDOLPH PROPERTIES ,,"Registered on May 13, 2017agent"
Dola IL,,"Registered on May 13, 2017agent"
Bimbo Taiwo,,"Registered on May 11, 2017agent"
Uchenna Ebenezer Duru (aka ChiDurum),,"Registered on Jun 02, 2017agent"
Izundu Emenike,,"Registered on Jun 02, 2017agent"
Anthony,,"Registered on Jun 01, 2017agent"
ADEKUNLE ODUWOLE,"MOLONEY, Lagos","Registered on Jun 04, 2017agent"
omotayo,,"Registered on Jun 04, 2017agent"
Practical Habitat Limited,"21, Boyle street, Onikan, Lagos","Registered on Jun 05, 2017agent"
Estee Akpene,,"Registered on May 30, 2017agent"
OKhiria Favour ,,"Registered on May 30, 2017agent"
Meridian Park Estate,"Meridian Park Estate, Lagos","Registered on Jun 14, 2017agent"
Whitegold Estates,"K55/56 Ikota Complex, Vgc, Ajah, Lagos., Lagos","Registered on Jun 19, 2017agent"
Ayomide Ajiboye,,"Registered on Jun 17, 2017agent"
Deacon Chike Oluigbo JP,,"Registered on Jun 16, 2017agent"
Daniel Izekor,,"Registered on Jul 18, 2017agent"
Trea-Delight Real Estate,,"Registered on Jul 18, 2017agent"
John,,"Registered on Jul 22, 2017agent"
Abiodun,,"Registered on Jun 18, 2017agent"
Carsali Tunde F,,"Registered on Jun 21, 2017agent"
isaac babalola,,"Registered on Jun 21, 2017agent"
Gloria Archibong,,"Registered on Jun 24, 2017agent"
Abiodun lash,,"Registered on Jun 28, 2017agent"
Opeyemi Jegede,,"Registered on Jun 29, 2017agent"
menkiti Stephen,,"Registered on Jun 26, 2017agent"
Anthony Igebor,,"Registered on Jul 04, 2017agent"
Moses,,"Registered on Jul 05, 2017agent"
Amos Eichie ,,"Registered on Jul 05, 2017agent"
Paul,,"Registered on Jul 07, 2017agent"
Felix Oghanrandukun ,,"Registered on Jul 07, 2017agent"
Razaq Omotayo Kafayat,,"Registered on Jul 11, 2017agent"
Thani Akorede,,"Registered on Jul 11, 2017agent"
E.I. MOK & COMPANY,,"Registered on Jul 23, 2017agent"
ice,,"Registered on Jul 23, 2017agent"
dotun,,"Registered on Jul 19, 2017agent"
Joy Dieli,,"Registered on Aug 10, 2017agent"
Gideon Fakolade,,"Registered on Aug 07, 2017agent"
Ololade,,"Registered on Aug 20, 2017agent"
Lifeman,,"Registered on Aug 18, 2017agent"
Emmanuel,,"Registered on Aug 25, 2017agent"
Dr Olugbenga Akingbehin,,"Registered on Aug 22, 2017agent"
ibraheem ibraheem Gbolahan ,,"Registered on Aug 22, 2017agent"
Nancy Imafidon,,"Registered on Aug 22, 2017agent"
Ifeoluwapo Oyebola Asekun-Olarinmoye,,"Registered on Sep 06, 2017agent"
Sylvanus,,"Registered on Aug 29, 2017agent"
augustine oboh,,"Registered on Sep 03, 2017agent"
Adediran Imoleayo,,"Registered on Sep 14, 2017agent"
The CEO Homes,,"Registered on Sep 17, 2017agent"
Patra Nwaezeigwe ,,"Registered on Sep 18, 2017agent"
anthony ikhuoria,,"Registered on Sep 09, 2017agent"
M.C Ifeanyi & Associates,"No 10 Crusader Avenue, Nvigwe, Woji Estate Road, Port Harcourt, Rivers, Nigeria, Rivers","Registered on Jul 20, 2017agent"
Babalola Olabiyi Davids,,"Registered on Jul 20, 2017agent"
Saheed A. Balogun,Lagos,"Registered on Jul 26, 2017agent"
Andrew,,"Registered on Sep 12, 2017agent"
Demamy Concepts Ltd,,"Registered on Sep 12, 2017agent"
folake,,"Registered on Oct 25, 2017agent"
victor thomas asuquo esq,,"Registered on Oct 27, 2017agent"
Ilesanmi temitope,,"Registered on Nov 07, 2017agent"
ANYAOGU CHINEDU,,"Registered on Nov 02, 2017agent"
Mars Marketing,"KM 25, Lekki Epe expressway, Lagos","Registered on Nov 11, 2017agent"
Westegate,,"Registered on Nov 21, 2017agent"
Chioma,,"Registered on Nov 21, 2017agent"
Chavila investments Nigeria Limited,,"Registered on Nov 21, 2017agent"
ocheforensic concept,,"Registered on Nov 21, 2017agent"
SOLOMADE VENTURES,,"Registered on Nov 21, 2017agent"
Adio Ayobami,,"Registered on Nov 15, 2017agent"
fagbemi Ismail,,"Registered on Nov 20, 2017agent"
GMIL Property Services,,"Registered on Nov 21, 2017agent"
Dayspring Gardens Estate (49241),,"Registered on Nov 21, 2017agent"
Babs Global Property,"10, David Oladokun street, Ijaye, Lagos, Lagos","Registered on Nov 21, 2017agent"
Kinchozi Enterprise (58901),,"Registered on Nov 21, 2017agent"
The Property Concession Company (47962),,"Registered on Nov 21, 2017agent"
Amedra Homes,,"Registered on Nov 21, 2017agent"
LAWWORLD ATTORNEYS,,"Registered on Nov 21, 2017agent"
RIALTORS LIMITED/IVIE IDIKE & PARTNERS,,"Registered on Nov 21, 2017agent"
Brisks and stairs real estate,,"Registered on Nov 21, 2017agent"
KENHOOD HOMES & PROPERTY,,"Registered on Nov 21, 2017agent"
RubyKarl Properties,,"Registered on Nov 23, 2017agent"
Vabily,,"Registered on Nov 23, 2017agent"
atlasco agency,,"Registered on Nov 21, 2017agent"
Test Test,,"Registered on Nov 21, 2017agent"
salako&co.,,"Registered on Nov 21, 2017agent"
TGH Crerative Homes,,"Registered on Nov 21, 2017agent"
Bitmark pro,,"Registered on Nov 21, 2017agent"
Mannathana Konsults Ltd,,"Registered on Nov 21, 2017agent"
Cosmic Services,,"Registered on Nov 21, 2017agent"
HOMETOUCH PROPERTIES,,"Registered on Nov 23, 2017agent"
Jamub Property Limited,,"Registered on Nov 23, 2017agent"
FORTUNE HOMES LIMITED,,"Registered on Nov 23, 2017agent"
Dayola Property & Development Company,,"Registered on Nov 23, 2017agent"
Wizzytech Global,,"Registered on Nov 23, 2017agent"
Datos Realtors venture ,,"Registered on Nov 23, 2017agent"
DAProperties (59063),,"Registered on Nov 23, 2017agent"
FA PROPERTIES LIMITED,,"Registered on Nov 23, 2017agent"
Obakunle Land &properties consultant,,"Registered on Nov 23, 2017agent"
Lekki Palm,,"Registered on Nov 23, 2017agent"
Damen & Jordan Properties,,"Registered on Nov 23, 2017agent"
International first home,,"Registered on Nov 23, 2017agent"
Aspires Blue,,"Registered on Nov 23, 2017agent"
Adron Homes and Properties (54408),,"Registered on Nov 23, 2017agent"
EUC HOMES (3808),,"Registered on Nov 23, 2017agent"
britcleanwayproperty,,"Registered on Nov 23, 2017agent"
Forte Properties,,"Registered on Nov 23, 2017agent"
FORESHORE WATERS LIMITED,,"Registered on Nov 23, 2017agent"
Zoe Real Estate Properties,,"Registered on Nov 23, 2017agent"
Christal Homes,,"Registered on Nov 23, 2017agent"
Juxtian Ventures Properties,,"Registered on Nov 23, 2017agent"
H21 Apartments,,"Registered on Nov 23, 2017agent"
HAYWHY CONSULTS (AYOBAMI),,"Registered on Nov 23, 2017agent"
Flowergate,,"Registered on Nov 23, 2017agent"
Afriland Properties Plc,,"Registered on Nov 23, 2017agent"
Heaven On Earth Homes,,"Registered on Nov 23, 2017agent"
Kest Realtor,,"Registered on Nov 23, 2017agent"
Thaddeushomes and property,,"Registered on Nov 23, 2017agent"
A.J AUGUSTINE & ASSOCIATE,"Prince dapo str, marshy hill estate, akins bus stop, addo road, ajah-lekki, Lagos","Registered on Nov 29, 2017agent"
jeruck-properties,"5, Frank-kokori Street, Abraham Adesanya Estate, Ajah Lekki Lagos, Lagos","Registered on Jan 26, 2018agent"
Olatunji,,"Registered on Jan 28, 2018agent"
Ik,,"Registered on Jan 24, 2018agent"
Anthony Nwachukwu,,"Registered on Jan 30, 2018agent"
Tony Obieke,"Abuja, Nigeria, Abuja","Registered on Jan 30, 2018agent"
Aboh Michael ,,"Registered on Jan 29, 2018agent"
Nichole Integrated Investment Limited,,"Registered on Jan 29, 2018agent"
bright olayinka,,"Registered on Feb 09, 2018agent"
Oluseyi Olugbire,,"Registered on Feb 09, 2018agent"
O.K. Akpokona & Associates,"Abuja, Abuja","Registered on Feb 08, 2018agent"
Umoh michael,,"Registered on Feb 10, 2018agent"
Barrister Ugo Robinson,,"Registered on Feb 04, 2018agent"
adeshola,,"Registered on Feb 09, 2018agent"
eziuche nwosu,,"Registered on Feb 09, 2018agent"
Jennifer,,"Registered on Feb 06, 2018agent"
Northcourt,"5b, Adewale Kolawole Crescent, Lekki Phase 1, Lagos","Registered on Feb 16, 2018agent"
Irugbin Oba Consults (Wunmi Akin),,"Registered on Feb 17, 2018agent"
Fagborun Victor ,,"Registered on Feb 14, 2018agent"
Abimbola,,"Registered on Feb 12, 2018agent"
Xavier & Roman,"Bar Beach Road , Lagos","Registered on Feb 22, 2018agent"
Harlarty seamos,"[email protected], Lagos","Registered on Jan 02, 2018agent"
Adeyemi Oluwaseun,,"Registered on Dec 24, 2017agent"
Tunde Akande ,,"Registered on Dec 29, 2017agent"
ADEPOJU TOSIN,,"Registered on Jan 03, 2018agent"
Kola Olawoyin,,"Registered on Jan 03, 2018agent"
Tasg ,,"Registered on Jan 06, 2018agent"
Nnenna Agbaeze ,,"Registered on Jan 08, 2018agent"
Emmanuel,,"Registered on Jan 10, 2018agent"
Zubair Tijani James,,"Registered on Jan 16, 2018agent"
Nnamdi ,,"Registered on Jan 14, 2018agent"
Bestcrew Ltd,,"Registered on Jan 17, 2018agent"
Okereke Kalu Okereke,,"Registered on Jan 17, 2018agent"
Yemi I bing otu,,"Registered on Jan 17, 2018agent"
Folashade Olaoye ,,"Registered on Jan 13, 2018agent"
Ogundiran Oluwabukola ,,"Registered on Jan 22, 2018agent"
Mr White Realty Consult ,"No 10, Ohaeto Street, behind Chinese Restaurant, D-line , Rivers","Registered on Jan 22, 2018agent"
David Ebhohon ,,"Registered on Jan 23, 2018agent"
George Bruce,,"Registered on Jan 22, 2018agent"
Abayomi Oluwarotimi ,,"Registered on Jan 20, 2018agent"
Landmark Corporate Realty Ltd,"47a Abba Johnson Crescent, Adeniyi Jones Avenue, Lagos","Registered on Jan 25, 2018agent"
Earth & Sands Transnational Ltd,"suite 37- 40, joy good mall, lekki epe express way, lagos., Lagos","Registered on Nov 23, 2017agent"
Realaccess Properties,,"Registered on Nov 23, 2017agent"
Pison Investment And Property Ltd,,"Registered on Nov 23, 2017agent"
SKYTEAMS PROPERTY,,"Registered on Nov 23, 2017agent"
Okubadejo,,"Registered on Nov 26, 2017agent"
Kayode Matthew,,"Registered on Nov 23, 2017agent"
Oluwaseyi Adediran,,"Registered on Dec 01, 2017agent"
Segun Kayode,,"Registered on Dec 04, 2017agent"
Clinton Ebims,,"Registered on Dec 05, 2017agent"
Larexproperty,,"Registered on Dec 05, 2017agent"
Alex Akanni Ventures,,"Registered on Dec 06, 2017agent"
uwaya,,"Registered on Dec 06, 2017agent"
Klem Konsult Ltd.,"07, Olatunde Sanni Crescent, Mende. Maryland. Ikeja, Lagos","Registered on Dec 02, 2017agent"
Alade Saheed,"5 Disu adeigbe street, Lagos","Registered on Dec 08, 2017agent"
Samson Oni,,"Registered on Dec 06, 2017agent"
Wale,,"Registered on Dec 10, 2017agent"
Trago real estate,Oyo,"Registered on Dec 12, 2017agent"
Kelechi Nwokocha,,"Registered on Dec 20, 2017agent"
Ehon Odion Patrick,,"Registered on Dec 16, 2017agent"
Feyisetan soremekun,,"Registered on Dec 15, 2017agent"
Nenye,,"Registered on Feb 19, 2018agent"
Benedict Sunday ,,"Registered on Feb 19, 2018agent"
Abdulazeez Isiaka,,"Registered on Feb 19, 2018agent"
NNAMDI,,"Registered on Feb 26, 2018agent"
Mr.Matthew,,"Registered on Feb 26, 2018agent"
Lukman ,,"Registered on Feb 27, 2018agent"
emmy,,"Registered on Feb 25, 2018agent"
Charles Uwajeh ,,"Registered on Mar 02, 2018agent"
Alaba Ajayi,,"Registered on Feb 28, 2018agent"
Ibeafu Ifeanyi Sylvester,,"Registered on Feb 28, 2018agent"
ayotunde oludemokun,,"Registered on Mar 07, 2018agent"
Kehinde Bada,,"Registered on Mar 02, 2018agent"
biola,,"Registered on Mar 05, 2018agent"
EstateMix,,"Registered on Mar 08, 2018agent"
Oladimeji Kunle ,,"Registered on Mar 11, 2018agent"
ffdssf,,"Registered on Mar 12, 2018agent"
abimbola,,"Registered on Mar 14, 2018agent"
Boldstep,,"Registered on Mar 21, 2018agent"
Destiny ,"Harmony Estate, Lagos","Registered on Mar 15, 2018agent"
Danjuma changfa,,"Registered on Mar 15, 2018agent"
Abubakar Musa,,"Registered on Mar 20, 2018agent"
Olisa Godwin,,"Registered on Mar 21, 2018agent"
owolabi temitope azeez,,"Registered on Mar 18, 2018agent"
Adeoye Shola,,"Registered on Mar 18, 2018agent"
Nosprom juris,"Ikota shopping complex suite D241, Lagos","Registered on Mar 18, 2018agent"
Ntp,"Puposola, Lagos","Registered on Mar 18, 2018agent"
Ozioma Canice,,"Registered on Mar 25, 2018agent"
salesman Chuks,,"Registered on Mar 29, 2018agent"
MYHOM DOTCOM,"50, ojekunle street, arolambo inside, matogun road, oke aro, Ogun","Registered on Mar 29, 2018agent"
OYEKANMI Alex,,"Registered on Mar 29, 2018agent"
Happiness chizobam,,"Registered on Mar 26, 2018agent"
Essien Abraham,,"Registered on Mar 22, 2018agent"
Livinus Adi,,"Registered on Apr 09, 2018agent"
bolaji,,"Registered on Apr 02, 2018agent"
Amura,,"Registered on Apr 06, 2018agent"
olutola Benjamin ,,"Registered on Apr 12, 2018agent"
Adekunle Bukola,,"Registered on Apr 20, 2018agent"
Onyinye Anaga Adeiza,,"Registered on Apr 18, 2018agent"
Bridget oluji ,,"Registered on Apr 17, 2018agent"
Sekropian Real Estate Nigeria Limited,,"Registered on May 06, 2018agent"
Coach Spark Consultancy ,,"Registered on May 16, 2018agent"
EmekaGalaxy,"[email protected], Imo","Registered on May 28, 2018agent"
TopBishopsGate Realty,"44 Tokunbo Street. Lagos Island., Lagos","Registered on May 25, 2018agent"
Oluwaseun James ,,"Registered on May 26, 2018agent"
Alpha global properties,"road 2 , hose g62a , VGC, Lekki, Lagos","Registered on Jun 04, 2018agent"
ABIODUN KAZEEM,,"Registered on Jun 05, 2018agent"
Olajide,,"Registered on Jun 13, 2018agent"
Genuine Property,,"Registered on Jun 13, 2018agent"
Nosiru Uthman,,"Registered on Jun 14, 2018agent"
Abdulsalam Quadri,,"Registered on Jun 11, 2018agent"
Yemi Ogunbajo,,"Registered on Jun 11, 2018agent"
Anthony Onyembi,,"Registered on Jun 11, 2018agent"
Ifeoma Vivi,,"Registered on Jun 07, 2018agent"
Oluwasesan Odunuga ,"46b Candos Road Baruwa Inside ipaja Lagos, Lagos","Registered on Jun 08, 2018agent"
Oldata Enterprises,,"Registered on Jun 17, 2018agent"
Chika,"9 Uwani Rd Uwani , Enugu","Registered on Jun 07, 2018agent"
ogunsanya oluwadamilola ,,"Registered on Jun 16, 2018agent"
alabi alexander,,"Registered on Jul 06, 2018agent"
Arinola Wright,,"Registered on Jul 07, 2018agent"
marck godwin,,"Registered on Jul 07, 2018agent"
Fadipe Olubukola ,,"Registered on May 07, 2018agent"
Olivia Ado,,"Registered on May 07, 2018agent"
Idowu Olufemi,,"Registered on May 11, 2018agent"
madagwa ufuoma,,"Registered on May 11, 2018agent"
Carl Agharese,,"Registered on May 11, 2018agent"
adeyemi deborah akorede,,"Registered on May 12, 2018agent"
Usman,,"Registered on May 08, 2018agent"
Prince Paul,,"Registered on May 08, 2018agent"
Fadugba Joseph,,"Registered on May 08, 2018agent"
Daniel Matthew,,"Registered on May 04, 2018agent"
phillip,,"Registered on May 05, 2018agent"
Tangle K Nigeria LTD,"Mgbuoba, Rivers","Registered on May 13, 2018agent"
Barth Ojukwu ,,"Registered on May 13, 2018agent"
Scarlet Oak Concepts,,"Registered on May 14, 2018agent"
Ibrahim Dikko,,"Registered on May 16, 2018agent"
Adedolapo adekoye,,"Registered on May 20, 2018agent"
Bolaji,,"Registered on May 20, 2018agent"
Adedeji olusheyi,,"Registered on May 17, 2018agent"
Angela Emmanuel,,"Registered on May 22, 2018agent"
Mona Moxie,,"Registered on May 22, 2018agent"
PTNL PROPERTIES,,"Registered on Jul 05, 2018agent"
Ani Ekene,,"Registered on Jun 28, 2018agent"
Adeoti Lawrence Olalekan,,"Registered on Jun 25, 2018agent"
Brabrit Junkie,,"Registered on Jun 26, 2018agent"
Ajiboye Saheed,,"Registered on Jun 22, 2018agent"
David Alfred,,"Registered on Jul 28, 2018agent"
Castleedgeproperty,,"Registered on Jul 31, 2018agent"
Moyosoluwa O.,,"Registered on Aug 01, 2018agent"
Iniubongabasi Kingsley ,,"Registered on Aug 02, 2018agent"
Olowoeyo AyodeleA Emmanuel,,"Registered on Jul 24, 2018agent"
Adamson's properties,Lagos,"Registered on Jul 24, 2018agent"
Olawale,,"Registered on Aug 02, 2018agent"
Emmanuel Ochidi,,"Registered on Aug 07, 2018agent"
Angela Udoffia,,"Registered on Aug 08, 2018agent"
BAMIGBOYE ABIODUN,,"Registered on Aug 16, 2018agent"
Nneka,,"Registered on Jul 17, 2018agent"
Pelumi Samuel Okunola,,"Registered on Jul 18, 2018agent"
Shalom SMC Ventures,,"Registered on Jul 18, 2018agent"
Allianx Realty Limited,"10, Amadasun Street, Lekki, Lagos","Registered on Jul 20, 2018agent"
layi,,"Registered on Jul 20, 2018agent"
Samuel Agbo,,"Registered on Jul 20, 2018agent"
HOMEWORLD PROPERTY,"block D5 suite 38 & 39 Olugbede model market, Okunola Egbeda Lagos State, Lagos","Registered on Jul 20, 2018agent"
Mojisola Owotogbe,,"Registered on Aug 14, 2018agent"
Ys Housing and properties ,,"Registered on Jul 14, 2018agent"
oyedunmade Ayo,,"Registered on Jul 16, 2018agent"
cornerstone enterprises,,"Registered on Jul 10, 2018agent"
Edoho Ntuk,,"Registered on Jul 11, 2018agent"
INNOCENT UCHENNA OBIALOR,,"Registered on Jul 11, 2018agent"
Chukwuemeka Ogbonna,,"Registered on Jul 09, 2018agent"
Gabriel Bankole,,"Registered on Sep 21, 2018agent"
Itua Property & Facility Management,,"Registered on Sep 23, 2018agent"
Lola,,"Registered on Sep 25, 2018agent"
Oluwole Talabi,Lagos,"Registered on Sep 27, 2018agent"
cyworld,,"Registered on Sep 27, 2018agent"
Olaegbe Sunday,,"Registered on Sep 28, 2018agent"
Yussuf Olorunwa Jimoh,,"Registered on Oct 16, 2018agent"
PEACE AKUDO,,"Registered on Oct 16, 2018agent"
Bola Davies,,"Registered on Oct 17, 2018agent"
honganhland,,"Registered on Oct 18, 2018agent"
Chioma Ifeanyi-Eze,,"Registered on Oct 18, 2018agent"
OGUNTIMEHIN DAYO,,"Registered on Dec 20, 2018agent"
Awogbemila Olalekan,,"Registered on Dec 21, 2018agent"
Yemisi,,"Registered on Dec 22, 2018agent"
Aroyehun oluwaseun mathew,,"Registered on Dec 26, 2018agent"
Stanley Uleme,,"Registered on Dec 28, 2018agent"
Dike Williams,,"Registered on Dec 29, 2018agent"
olatunji,,"Registered on Dec 30, 2018agent"
Edwin Akpan,,"Registered on Dec 31, 2018agent"
Cj Darl,,"Registered on Nov 21, 2018agent"
Sunday Williams,,"Registered on Nov 22, 2018agent"
Mcnexus Nig Ltd,"10, Adetokunbo Onaleye Drive, Badore, Oke Ira, Ajah, Lagos","Registered on Nov 23, 2018agent"
Udemba ebuka,,"Registered on Nov 23, 2018agent"
damilare,,"Registered on Nov 25, 2018agent"
lala,,"Registered on Nov 26, 2018agent"
Martins,,"Registered on Nov 28, 2018agent"
Ayodeji Ajayi,,"Registered on Nov 15, 2018agent"
Mariam A Buhari,,"Registered on Nov 16, 2018agent"
EDVHOMES AND REALTORS ,,"Registered on Nov 18, 2018agent"
Resource Hedge & Estates,,"Registered on Nov 19, 2018agent"
Oluremi Akinniyi,,"Registered on Nov 07, 2018agent"
Saintiago Brown,,"Registered on Oct 19, 2018agent"
Bamisco Properties,,"Registered on Aug 27, 2018agent"
OKORIE JULIET EKWUTORZIAM,,"Registered on Aug 30, 2018agent"
Ayodeji Davids,,"Registered on Aug 19, 2018agent"
Kayode Abiola,,"Registered on Aug 20, 2018agent"
Chenice Realty and Services ,,"Registered on Aug 21, 2018agent"
ARC-VIEW INVESTMENT LTD ,"24 akintan street dideolu estate , Lagos","Registered on Aug 23, 2018agent"
Scothcchen Limited,"No 28/30 Macarthy Str. Onikan, Lagos Island, Lagos, Lagos","Registered on Aug 24, 2018agent"
Debis Worth,"Bogije, Lagos","Registered on Sep 12, 2018agent"
Dibia process ,,"Registered on Sep 03, 2018agent"
Tina Eze ,,"Registered on Sep 05, 2018agent"
Sir Jockey & Co,,"Registered on Sep 07, 2018agent"
mbraiz Innovations,"Ikorodu West LCDA, Shopping Comlex, Ebute, Dangote Bus Stop, Ogolonto, Lagos., Lagos","Registered on Oct 09, 2018agent"
ENIOLA,,"Registered on Oct 11, 2018agent"
Chogon properties ,,"Registered on Oct 12, 2018agent"
ola,,"Registered on Sep 17, 2018agent"
peter Chidebem,,"Registered on Sep 18, 2018agent"
Ages Properties limited,,"Registered on Sep 19, 2018agent"
Unique O.O Property Ltd.,,"Registered on Sep 19, 2018agent"
pamela ,,"Registered on Dec 19, 2018agent"
capital and county realty,"14 emma abimbola street, lekki, lagos, Lagos","Registered on Nov 09, 2018agent"
Raymond,,"Registered on Nov 09, 2018agent"
Michael Onile-ere,,"Registered on Nov 10, 2018agent"
Emmanuel Gabriel,"Afam Okoloma, Rivers","Registered on Nov 10, 2018agent"
Augustine Omodieke,,"Registered on Nov 11, 2018agent"
Olanbiwonnu Property Holdings,,"Registered on Dec 08, 2018agent"
Ekene Onuorah,,"Registered on Dec 08, 2018agent"
Olomo Israel,,"Registered on Dec 11, 2018agent"
MR Paul Darlington,,"Registered on Oct 26, 2018agent"
NEW LIFE GARDEN ,,"Registered on Oct 29, 2018agent"
Agbeni Ehis Terry ,,"Registered on Nov 01, 2018agent"
Doyin Adewola,,"Registered on Oct 21, 2018agent"
Oladele,,"Registered on Oct 21, 2018agent"
CHIDI OGUDU,,"Registered on Oct 24, 2018agent"
Sunny,,"Registered on Jan 01, 2019agent"
Deji,,"Registered on Jan 02, 2019agent"
Kolawole Uchechukwu Serrano,,"Registered on Jan 28, 2019agent"
Ogbans John Crux,,"Registered on Jan 28, 2019agent"
